村志代码 Gazetteer Code,村志书名 Gazetteer Title,村庄代码 Village Code,村名 - 汉字 Village Name - Chinese Characters,村名 - 汉语拼音 Village Name - Hanyu Pinyin,省 - 汉字 Province - Chinese Characters,省 - 汉语拼音 Province - Hanyu Pinyin,市 - 汉字 City - Chinese Characters,市 - 汉语拼音 City - Hanyu Pinyin,县 / 区 - 汉字 County / District - Chinese Characters,县 / 区 - 汉语拼音 County / District - Hanyu Pinyin,村庄总面积单位 Total Area Unit,村庄总面积 Total Area,经纬度 - 格式 Latitude and Longitude - Format,纬度 Latitude,经度 Longitude,距隶属县城距离单位 Distance to Affiliated to the county town - Unit,距隶属县城距离 Distance to Affiliated to the county town
0375,三勤村志,320412100204,三勤村,Sanqin Cun,江苏省,Jiangsu Sheng,常州市,Changzhou Shi,武进区,Wujin Qu,平方千米 / 平方公里 square kilometers,3.46,度分秒 DMS (degrees-minutes-seconds),31°68′N,119°99′E,公里/千米 kilometer,5
0376,林城村志,131022103219,林城村,Lincheng Cun,河北省,Hebei Sheng,廊坊市,Langfang Shi,固安县,Gu'an Xian,平方千米 / 平方公里 square kilometers,5.18,度分秒 DMS (degrees-minutes-seconds),39°14′N,116°19′E,公里/千米 kilometer,25
0377,横山村志,130185500202,横山村,Hengshan Cun,河北省,Hebei Sheng,石家庄市,Shijiazhuang Shi,鹿泉市,Luquan Shi,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,,,公里/千米 kilometer,7.5
0378,马店村志,421003103208,马店村,Madian Cun,湖北省,Hubei Sheng,荆州市,Jingzhou Shi,荆州区,Jingzhou Qu,平方千米 / 平方公里 square kilometers,7.6,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0379,群丰村志,320211009203,群丰村,Qunfeng Cun,江苏省,Jiangsu Sheng,无锡市,Wuxi Shi,滨湖区,Binhu Qu,平方千米 / 平方公里 square kilometers,5.2,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0380,桥北村志,141181002209,桥北村,Qiaobei Cun,山西省,Shanxi Sheng,吕梁市,Lüliang Shi,孝义市,Xiaoyi Shi,平方千米 / 平方公里 square kilometers,1.67,度分秒 DMS (degrees-minutes-seconds),37°07′N,118°48′E,没有相关数据 No Available Data,n/a
0381,马家疃村志,n/a,马家疃村,Majiatuan Cun,河北省,Hebei Sheng,保定市,Baoding Shi,莲池区,Lianchi Qu,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),38°50′N,115°30′E,没有相关数据 No Available Data,n/a
0382,盘石村志,450881120204,盘石村,Panshi Cun,广西壮族自治区,Guangxi Zhuangzu Zizhiqu,贵港市,Guigang Shi,桂平市,Guiping Shi,平方千米 / 平方公里 square kilometers,5,度分秒范围 Range in DMS (degrees-minutes-seconds),23°35′13″N - 23°37′17″N,110°13′57″E - 110°15′7″E,没有相关数据 No Available Data,n/a
0383,清河村志,370105014012,清河村,Qinghe Cun,山东省,Shandong Sheng,济南市,Jinan Shi,天桥区,Tianqiao Qu,平方千米 / 平方公里 square kilometers,1.6,度分秒 DMS (degrees-minutes-seconds),36°47′N,117°00′E,没有相关数据 No Available Data,n/a
0384,坡底村志,610581001205,坡底村,Podi Cun,陕西省,Shanxi Sheng,渭南市,Weinan Shi,韩城市,Hancheng Shi,平方千米 / 平方公里 square kilometers,2.3,没有相关数据 No Available Data,,,公里/千米 kilometer,2.5
0385,七一村志,610125100206,七一村,Qiyi Cun,陕西省,Shanxi Sheng,西安市,Xi'an Shi,户县,Hu Xian,没有相关数据 No Available Data,n/a,度分秒范围 Range in DMS (degrees-minutes-seconds),33°46′N - 34°16′N,108°22′E - 108°46′E,没有相关数据 No Available Data,n/a
0386,乔家辿村志,n/a,乔家辿村,Qiaojiazhan Cun,陕西省,Shanxi Sheng,榆林市,Yulin Shi,神木县,Shenmu Xian,平方千米 / 平方公里 square kilometers,6,度分秒 DMS (degrees-minutes-seconds),38°23′42.87″N,110°43′46.86″E,公里/千米 kilometer,60
0387,南山村志,440305002007,南山村,Nanshan Cun,广东省,Guangdong Sheng,深圳市,Shenzhen Shi,南山区,Nanshan Qu,万平方米 10K square meters,20,没有相关数据 No Available Data,,,公里/千米 kilometer,2.7
0388,龙头村志,210212012200,龙头村,Longtou Cun,辽宁省,Liaoning Sheng,大连市,Dalian Shi,旅顺口区,Lüshunkou Qu,平方千米 / 平方公里 square kilometers,5.801,度分秒 DMS (degrees-minutes-seconds),38°86′N,121°32′E,没有相关数据 No Available Data,n/a
0389,乔李村志,141002101200,乔李村,Qiaoli Cun,山西省,Shanxi Sheng,临汾市,Linfen Shi,尧都区,Yaodu Qu,平方千米 / 平方公里 square kilometers,8,度分秒范围 Range in DMS (degrees-minutes-seconds),36°06′27″N - 36°08′01″N,111°36′39″E - 111°38′37″E,没有相关数据 No Available Data,n/a
0390,秦霸岭村志,621002003201,秦霸岭村,Qinbaling Cun,甘肃省,Gansu Sheng,庆阳市,Qingyang Shi,西峰区,Xifeng Qu,平方千米 / 平方公里 square kilometers,3.24,度分秒 DMS (degrees-minutes-seconds),35°42′5″N,107°38′12″E,没有相关数据 No Available Data,n/a
0391,卢家巷村志,320412102212,卢家巷村,Lujiaxiang Cun,江苏省,Jiangsu Sheng,常州市,Changzhou Shi,武进区,Wujin Qu,平方千米 / 平方公里 square kilometers,4.031,度分秒 DMS (degrees-minutes-seconds),31°68′N,119°99′E,没有相关数据 No Available Data,n/a
0392,沙河岸村志,610124208211,沙河岸村,Shahean Cun,陕西省,Shanxi Sheng,西安市,Xi'an Shi,周至县,Zhouzhi Xian,平方千米 / 平方公里 square kilometers,3.6,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0393,北皋村志,110105038212,北皋村,Beigao Cun,北京市,Beijing Shi,北京市,Beijing Shi,朝阳区,Chaoyang Qu,平方千米 / 平方公里 square kilometers,1.38,度分秒 DMS (degrees-minutes-seconds),40°00′N,116°31′E,没有相关数据 No Available Data,n/a
0394,庆丰村志,440111014015,庆丰村,Qingfeng Cun,广东省,Guangdong Sheng,广州市,Guangzhou Shi,白云区,Baiyun Qu,平方千米 / 平方公里 square kilometers,3.61,度分秒 DMS (degrees-minutes-seconds),23°137′N,113°10′E,没有相关数据 No Available Data,n/a
0395,右营村志,350128100002,右营村,Youying Cun,福建省,Fujian Sheng,福州市,Fuzhou Shi,平潭县,Pingtan Xian,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0396,毛俊村志,431127102201,毛俊村,Maojun Cun,湖南省,Hunan Sheng,永州市,Yongzhou Shi,蓝山县,Lanshan Xian,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,,,公里/千米 kilometer,16
0397,七里铺村志,370104100231,七里铺村,Qilipu Cun,山东省,Shandong Sheng,济南市,Jinan Shi,槐荫区,Huaiyin Qu,平方千米 / 平方公里 square kilometers,59.1,没有相关数据 No Available Data,,,公里/千米 kilometer,8
0398,南崖村志,141029200222,南崖村,Nanya Cun,山西省,Shanxi Sheng,临汾市,Linfen Shi,乡宁县,Xiangning Xian,平方千米 / 平方公里 square kilometers,15.6,度分秒范围 Range in DMS (degrees-minutes-seconds),35°55′N - 36°14′N,111°06′E - 111°14′E,公里/千米 kilometer,30
0399,南湾村志,n/a,南湾村,Nanwan Cun,广东省,Guangdong Sheng,广州市,Guangzhou Shi,黄埔区,Huangpu Qu,平方千米 / 平方公里 square kilometers,7.98,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0400,马头溪村志,430802108211,马头溪村,Matouxi Cun,湖南省,Hunan Sheng,张家界市,Zhangjiajie Shi,永定区,Yongding Qu,平方千米 / 平方公里 square kilometers,23.6,度分秒 DMS (degrees-minutes-seconds),30°02′43″N,111°52′58.81″E,没有相关数据 No Available Data,n/a
0401,南东坊村志,130423101201,南东坊村,Nandongfang Cun,河北省,Hebei Sheng,邯郸市,Handan Shi,临漳县,Linzhang Xian,平方千米 / 平方公里 square kilometers,4.37,度分秒 DMS (degrees-minutes-seconds),36°20′N,114°31′E,公里/千米 kilometer,8
0402,商相村志,320581100249,小山村,Xiaoshan Cun,江苏省,Jiangsu Sheng,苏州市,Suzhou Shi,常熟市,Changshu Shi,平方千米 / 平方公里 square kilometers,1.65,度分秒范围 Range in DMS (degrees-minutes-seconds),31°35.07′7″N - 31°35.08′4″N,120°40.5′64.1″E - 120°40.5′64.5″E,公里/千米 kilometer,8
0404,漫水村志,431226106204,漫水村,Manshui Cun,湖南省,Hunan Sheng,怀化市,Huaihua Shi,麻阳苗族自治县,Mayang Miaozu Zizhixian,平方千米 / 平方公里 square kilometers,5,度分秒范围 Range in DMS (degrees-minutes-seconds),27°32′02″N - 28°01′46″N,109°24′43″E - 110°06′22″E,没有相关数据 No Available Data,n/a
0405,南山村志,140525108204,南山村,Nanshan Cun,山西省,Shanxi Sheng,晋城市,Jincheng Shi,泽州县,Zezhou Xian,平方千米 / 平方公里 square kilometers,6.5,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0406,李庄村志,320381101203,李庄村,Lizhuang Cun,江苏省,Jiangsu Sheng,徐州市,Xuzhou Shi,新沂市,Xinyi Shi,平方千米 / 平方公里 square kilometers,6.12,没有相关数据 No Available Data,,,公里/千米 kilometer,5
0407,聂寨村志,n/a,聂寨村,Niezhai Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,荥阳市,Xingyang Shi,平方千米 / 平方公里 square kilometers,2.1,度分秒范围 Range in DMS (degrees-minutes-seconds),34°35′N - 34°40′N,113°E - 113° 30′E,没有相关数据 No Available Data,n/a
0408,龙门村志,140882002211,龙门村,Longmen Cun,山西省,Shanxi Sheng,运城市,Yuncheng Shi,河津市,Hejin Shi,平方千米 / 平方公里 square kilometers,20,度分秒范围 Range in DMS (degrees-minutes-seconds),35°38′47″N - 35°41′20″N,110°34′52″E - 110°38′30″E,公里/千米 kilometer,14
0409,桥塘村志,n/a,桥塘村,Qiaotang Cun,江苏省,Jiangsu Sheng,徐州市,Xuzhou Shi,新沂市,Xinyi Shi,平方千米 / 平方公里 square kilometers,4.49,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0411,施厚村志,450103101206,施厚村,Shihou Cun,广西壮族自治区,Guangxi Zhuangzu Zizhiqu,南宁市,Nanning Shi,青秀区,Qingxiu Qu,平方千米 / 平方公里 square kilometers,7.70,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0412,牛头镇村志,370783104228,牛头镇村,Niutouzhen Cun,山东省,Shandong Sheng,潍坊市,Weifang Shi,寿光市,Shouguang Shi,平方千米 / 平方公里 square kilometers,35.8,没有相关数据 No Available Data,,,公里/千米 kilometer,17.5
0413,三寨村志,620722103218,三寨村,Sanzhai Cun,甘肃省,Gansu Sheng,张掖市,Zhangye Shi,民乐县,Minle Xian,平方千米 / 平方公里 square kilometers,60,度分秒 DMS (degrees-minutes-seconds),38°36′30″N,100°35′10″E,公里/千米 kilometer,32
0414,南坡湾村志,620123100202,南坡湾村,Nanpowan Cun,甘肃省,Gansu Sheng,兰州市,Lanzhou Shi,榆中县,Yuzhong Xian,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,,,里 li,5
0415,南庄村志,130133101201,南庄村,Nanzhuang Cun,河北省,Hebei Sheng,石家庄市,Shijiazhuang Shi,赵县,Zhao Xian,亩 mu,7301,没有相关数据 No Available Data,,,公里/千米 kilometer,17
0416,潘山村志,n/a,潘山村,Panshan Cun,浙江省,Zhejiang Sheng,杭州市,Hangzhou Shi,萧山区,Xiaoshan Qu,万平方米 10K square meters,44.2,度分秒 DMS (degrees-minutes-seconds),30°03′N,120°10′E,没有相关数据 No Available Data,n/a
0417,罗岗村志,440183001208,罗岗村,Luogang Cun,广东省,Guangdong Sheng,广州市,Guangzhou Shi,增城市,Zengcheng Shi,平方千米 / 平方公里 square kilometers,10,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0418,平羌村志,n/a,平羌村,Pingqiang Cun,广西壮族自治区,Guangxi Zhuangzu Zizhiqu,崇左市,Chongzuo Shi,扶绥县,Fusui Xian,万亩 10K mu,2,度分秒范围 Range in DMS (degrees-minutes-seconds),22°35′N - 22°36′N,107°47′E - 107°48′E,公里/千米 kilometer,15
0419,南五里堡村志,410104008008,南五里堡村,Nanwulipu Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,管城回族区,Guancheng Huizu Qu,平方千米 / 平方公里 square kilometers,5.6,度分秒 DMS (degrees-minutes-seconds),34°56′N,120°44′E,公里/千米 kilometer,2.5
0420,荃步村志,330503102220,荃步村,Quanbu Cun,浙江省,Zhejiang Sheng,湖州市,Huzhou Shi,南浔区,Nanxun Qu,平方千米 / 平方公里 square kilometers,3.13,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0421,牛宅村志,350181103210,牛宅村,Niuzhai Cun,福建省,Fujian Sheng,福州市,Fuzhou Shi,福清市,Fuqing Shi,平方千米 / 平方公里 square kilometers,6,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0422,看丹村志,110106202207,看丹村,Kandan Cun,北京市,Beijing Shi,北京市,Beijing Shi,丰台区,Fengtai Qu,平方千米 / 平方公里 square kilometers,2.8,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0423,奶东村志,110105038204,奶东村,Naidong Cun,北京市,Beijing Shi,北京市,Beijing Shi,朝阳区,Chaoyang Qu,平方千米 / 平方公里 square kilometers,2.5,度分秒 DMS (degrees-minutes-seconds),40°1′N,116°27′12″E,没有相关数据 No Available Data,n/a
0424,新集村志,610403203204,新集村,Xinji Cun,陕西省,Shanxi Sheng,咸阳市,Xianyang Shi,杨陵区,Yangling Qu,平方千米 / 平方公里 square kilometers,4.5,度分秒 DMS (degrees-minutes-seconds),34°16′N,107°58′E,公里/千米 kilometer,10
0425,夏雷村志,320412100237,夏雷村,Xialei Cun,江苏省,Jiangsu Sheng,常州市,Changzhou Shi,武进区,Wujin Qu,平方千米 / 平方公里 square kilometers,0.717,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0427,宋京村志,350425100205,宋京村,Songjing Cun,福建省,Fujian Sheng,三明市,Sanming Shi,大田县,Datian Xian,亩 mu,10470,没有相关数据 No Available Data,,,公里/千米 kilometer,3.4
0428,兴隆村志,620702103226,兴隆村,Xinglong Cun,甘肃省,Gansu Sheng,张掖市,Zhangye Shi,甘州区,Ganzhou Qu,平方千米 / 平方公里 square kilometers,7.05,度分秒范围 Range in DMS (degrees-minutes-seconds),39°13′35″N - 39°19′21″N,100°21′25″E - 100°25′02″E,没有相关数据 No Available Data,n/a
0429,苏卢村志,450107004201,苏卢村,Sulu Cun,广西壮族自治区,Guangxi Zhuangzu Zizhiqu,南宁市,Nanning Shi,西乡塘区,Xixiangtang Qu,平方千米 / 平方公里 square kilometers,8.8,没有相关数据 No Available Data,,,公里/千米 kilometer,7
0430,石桥鲁道村志,130981202239,石桥鲁道村,Shiqiaoludao Cun,河北省,Hebei Sheng,沧州市,Cangzhou Shi,泊头市,Botou Shi,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,,,公里/千米 kilometer,18
0431,水师营村志,210212005203,水师营村,Shuishiying Cun,辽宁省,Liaoning Sheng,大连市,Dalian Shi,旅顺口区,Lüshunkou Qu,平方千米 / 平方公里 square kilometers,4.44,度分秒范围 Range in DMS (degrees-minutes-seconds),38°50′N - 38°53′N,121°13′E - 121°18′E,没有相关数据 No Available Data,n/a
0432,申家村志,431382202203,申家村,Shenjia Cun,湖南省,Hunan Sheng,娄底市,Loudi Shi,涟源市,Lianyuan Shi,平方千米 / 平方公里 square kilometers,4.5,度分秒范围 Range in DMS (degrees-minutes-seconds),27°N - 28°N,110°E - 112°E,公里/千米 kilometer,40
0433,吴家村志,n/a,吴家村,Wujia Cun,山东省,Shandong Sheng,淄博市,Zibo Shi,高青县,Gaoqing Xian,平方千米 / 平方公里 square kilometers,11,度分秒 DMS (degrees-minutes-seconds),37°07′N,118°01′E,公里/千米 kilometer,30
0434,下栅村志,141181201200,下栅村,Xiazha Cun,山西省,Shanxi Sheng,吕梁市,Lüliang Shi,孝义市,Xiaoyi Shi,平方千米 / 平方公里 square kilometers,6.85,度分秒范围 Range in DMS (degrees-minutes-seconds),36°56′30″N - 37°18′45″N,111°21′27″E - 111°55′00″E,没有相关数据 No Available Data,n/a
0435,土城子村志,210212010207,土城子村,Tuchengzi Cun,辽宁省,Liaoning Sheng,大连市,Dalian Shi,旅顺口区,Lüshunkou Qu,平方千米 / 平方公里 square kilometers,6.86,度分秒范围 Range in DMS (degrees-minutes-seconds),38°52′39.28″N - 38°54′50.40″N,121°14′55.75″E - 121°34′24.33″E,公里/千米 kilometer,10
0436,兴围村志,440306004007,兴围村,Xingwei Cun,广东省,Guangdong Sheng,深圳市,Shenzhen Shi,宝安区,Baoan Qu,平方千米 / 平方公里 square kilometers,0.55,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0437,五坝村志,620722102209,五坝村,Wuba Cun,甘肃省,Gansu Sheng,张掖市,Zhangye Shi,民乐县,Minle Xian,平方千米 / 平方公里 square kilometers,42.5,度分秒范围 Range in DMS (degrees-minutes-seconds),38°40′69″N - 38°40′83″N,100°45′51″E - 100°45′52″E,公里/千米 kilometer,25
0438,湾底村志,330282004021,湾底村,Wandi Cun,浙江省,Zhejiang Sheng,宁波市,Ningbo Shi,慈溪市,Cixi Shi,平方千米 / 平方公里 square kilometers,0.428,没有相关数据 No Available Data,,,公里/千米 kilometer,65
0439,史山村志,140522101229,史山村,Shishan Cun,山西省,Shanxi Sheng,晋城市,Jincheng Shi,阳城县,Yangcheng Xian,平方千米 / 平方公里 square kilometers,7.69,度分秒 DMS (degrees-minutes-seconds),35°12′30″N,112°37′28″E,没有相关数据 No Available Data,n/a
0440,新房村志,n/a,新房村,Xinfang Cun,陕西省,Shanxi Sheng,西安市,Xi'an Shi,未央区,Weiyang Qu,亩 mu,1000,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0441,土山寺村志,320303006203,土山寺村,Tushansi Cun,江苏省,Jiangsu Sheng,徐州市,Xuzhou Shi,云龙区,Yunlong Qu,平方千米 / 平方公里 square kilometers,4,没有相关数据 No Available Data,,,没有相关数据 No Available Data,n/a
0442,西沟村志,210212005205,西沟村,Xigou Cun,辽宁省,Liaoning Sheng,大连市,Dalian Shi,旅顺口区,Lüshunkou Qu,平方千米 / 平方公里 square kilometers,4.027,度分秒 DMS (degrees-minutes-seconds),38°51′12″N,121°13′49″E,没有相关数据 No Available Data,n/a
0443,孙家湾村志,210711070205,孙家湾村,Sunjiawan Cun,辽宁省,Liaoning Sheng,锦州市,Jinzhou Shi,太和区,Taihe Qu,平方千米 / 平方公里 square kilometers,2.76,度分秒范围 Range in DMS (degrees-minutes-seconds),41°01′N - 41°13′N,120°56′E - 121°15′E,没有相关数据 No Available Data,n/a
0444,同心村志,320583100036,同心村,Tongxin Cun,江苏省,Jiangsu Sheng,苏州市,Suzhou Shi,昆山市,Kunshan Shi,平方千米 / 平方公里 square kilometers,3.386,度分秒范围 Range in DMS (degrees-minutes-seconds),31°23′18″N - 31°24′20″N,120°57′10″E - 120°58′20″E,公里/千米 kilometer,2.5
0445,文岙村志,330225102252,文岙村,Wenao Cun,浙江省,Zhejiang Sheng,宁波市,Ningbo Shi,象山县,Xiangshan Xian,平方千米 / 平方公里 square kilometers,4.66,度分秒 DMS (degrees-minutes-seconds),29°30′N,121°42′E,没有相关数据 No Available Data,n/a
